date_2,avg_temp,avg_rain,avg_wetb,avg_vappr,avg_rhum,avg_wdsp,avg_wddir,avg_dewpt,avg_msl,season,day,month,year,dd
2017-08-12,24.35,-0.0,12.37,12.33,72.67,9.21,298.75,10.03,1019.55,Summer,12,8,2017,24.35
2017-08-13,21.8,0.22,12.47,13.42,84.38,8.79,230.83,11.24,1019.25,Summer,13,8,2017,21.8
2017-08-14,22.75,0.31,14.42,16.07,94.29,10.92,218.33,14.05,1011.32,Summer,14,8,2017,22.75
2017-08-15,23.0,-0.0,12.65,13.46,83.5,9.21,229.58,11.37,1015.06,Summer,15,8,2017,23.0
2017-08-16,23.4,0.32,14.8,16.53,95.29,15.71,191.25,14.48,1010.29,Summer,16,8,2017,23.4
2017-08-17,23.1,0.16,13.9,15.2,90.17,14.54,229.58,13.2,1007.58,Summer,17,8,2017,23.1
2017-08-18,21.65,0.01,11.42,11.94,77.79,15.67,267.92,9.56,1011.47,Summer,18,8,2017,21.65
2017-08-19,22.85,-0.0,11.45,11.46,72.33,11.08,260.0,8.97,1019.82,Summer,19,8,2017,22.85
2017-08-20,24.15,0.5,14.61,16.32,94.62,8.62,167.08,14.25,1018.71,Summer,20,8,2017,24.15
2017-08-21,23.2,0.01,15.15,17.08,97.75,8.21,197.92,15.01,1018.7,Summer,21,8,2017,23.2
2017-08-22,23.2,0.27,14.97,16.76,96.0,8.29,165.42,14.7,1013.31,Summer,22,8,2017,23.2
2017-08-23,24.0,0.01,13.72,14.79,87.29,11.29,227.5,12.8,1012.93,Summer,23,8,2017,24.0
2017-08-24,22.700000000000003,0.01,13.3,14.19,84.67,12.25,227.5,12.16,1015.55,Summer,24,8,2017,22.700000000000003
2017-08-25,22.65,-0.0,14.23,15.63,91.38,5.04,190.42,13.66,1015.83,Summer,25,8,2017,22.65
2017-08-26,24.7,-0.0,15.13,16.6,91.79,4.67,186.67,14.57,1017.26,Summer,26,8,2017,24.7
2017-08-27,24.5,0.02,15.78,17.68,96.21,7.04,183.33,15.55,1017.72,Summer,27,8,2017,24.5
2017-08-28,24.1,0.01,15.17,16.81,93.46,11.17,245.0,14.72,1016.33,Summer,28,8,2017,24.1
2017-08-29,22.15,-0.0,11.38,11.7,75.17,8.96,302.92,9.28,1016.87,Summer,29,8,2017,22.15
2017-08-30,20.1,0.09,11.31,12.17,81.42,5.92,280.42,9.82,1015.19,Summer,30,8,2017,20.1
2017-08-31,21.7,0.0,11.5,12.13,79.46,4.71,282.08,9.81,1018.25,Summer,31,8,2017,21.7
2017-09-01,22.950000000000003,-0.0,11.87,12.29,77.29,8.38,295.83,9.99,1025.06,Autumn,1,9,2017,22.950000000000003
2017-09-02,20.55,0.89,12.73,14.0,88.0,13.88,215.83,11.84,1017.67,Autumn,2,9,2017,20.55
2017-09-03,25.05,0.63,16.15,18.3,98.67,7.5,182.92,16.09,1003.6,Autumn,3,9,2017,25.05
2017-09-04,23.900000000000002,0.34,15.15,16.77,93.33,8.17,223.33,14.71,1008.95,Autumn,4,9,2017,23.900000000000002
2017-09-05,24.049999999999997,0.38,12.67,13.05,79.12,11.62,279.58,10.84,1013.09,Autumn,5,9,2017,24.049999999999997
2017-09-06,23.65,-0.0,12.5,12.88,77.75,9.46,257.08,10.7,1020.46,Autumn,6,9,2017,23.65
2017-09-07,24.0,-0.0,13.73,14.54,84.0,11.38,247.08,12.53,1012.52,Autumn,7,9,2017,24.0
2017-09-08,22.9,0.32,12.32,13.21,83.5,13.33,277.92,11.03,1001.55,Autumn,8,9,2017,22.9
2017-09-09,21.450000000000003,-0.0,11.6,12.15,78.29,19.54,304.58,9.82,1003.87,Autumn,9,9,2017,21.450000000000003
2017-09-10,21.75,0.03,11.58,12.21,78.54,18.17,260.83,9.78,997.24,Autumn,10,9,2017,21.75
2017-09-11,20.950000000000003,0.01,11.17,11.61,75.83,21.25,291.25,9.14,999.17,Autumn,11,9,2017,20.950000000000003
2017-09-12,20.15,0.22,10.98,12.14,84.17,17.04,243.33,9.71,1001.44,Autumn,12,9,2017,20.15
2017-09-13,18.55,0.22,9.31,10.39,79.12,13.67,277.92,7.5,1002.21,Autumn,13,9,2017,18.55
2017-09-14,19.95,0.0,10.22,10.84,76.0,15.83,310.42,8.12,1015.88,Autumn,14,9,2017,19.95
2017-09-15,19.75,-0.0,10.13,10.71,75.25,13.67,324.58,7.98,1019.56,Autumn,15,9,2017,19.75
2017-09-16,17.25,0.09,9.61,10.84,82.38,11.83,332.08,8.15,1016.62,Autumn,16,9,2017,17.25
2017-09-17,19.2,-0.0,9.71,10.95,82.08,7.08,181.25,8.24,1017.34,Autumn,17,9,2017,19.2
2017-09-18,20.05,-0.0,10.43,11.53,82.54,7.62,291.25,9.02,1021.52,Autumn,18,9,2017,20.05
2017-09-19,20.65,-0.0,12.68,14.23,92.92,8.25,189.17,12.18,1019.72,Autumn,19,9,2017,20.65
2017-09-20,20.35,0.58,13.03,14.68,94.21,13.71,251.25,12.64,1011.18,Autumn,20,9,2017,20.35
2017-09-21,19.25,0.05,10.54,11.62,83.04,11.96,257.08,9.15,1013.95,Autumn,21,9,2017,19.25
2017-09-22,22.450000000000003,0.37,13.1,14.3,88.62,18.54,201.67,12.25,1012.59,Autumn,22,9,2017,22.450000000000003
2017-09-23,23.0,0.16,14.08,15.53,92.5,20.08,171.67,13.56,1011.6,Autumn,23,9,2017,23.0
2017-09-24,23.45,-0.0,13.09,14.3,89.08,5.29,232.5,12.28,1015.81,Autumn,24,9,2017,23.45
2017-09-25,19.65,0.01,11.6,13.16,91.33,6.12,251.25,10.98,1021.05,Autumn,25,9,2017,19.65
2017-09-26,22.6,0.0,13.72,15.06,90.38,15.38,156.25,13.06,1018.07,Autumn,26,9,2017,22.6
2017-09-27,21.1,1.15,13.54,15.12,93.54,14.42,202.08,13.1,1009.76,Autumn,27,9,2017,21.1
2017-09-28,20.25,0.16,12.63,14.03,90.67,14.83,192.08,11.97,1011.94,Autumn,28,9,2017,20.25
2017-09-29,19.95,0.12,10.9,11.61,78.62,15.5,230.42,9.12,1011.67,Autumn,29,9,2017,19.95
2017-09-30,17.5,0.18,10.95,12.56,91.79,5.88,145.42,10.32,1011.2,Autumn,30,9,2017,17.5
2017-10-01,22.950000000000003,0.05,13.38,14.41,86.12,14.5,232.08,12.3,1006.79,Autumn,1,10,2017,22.950000000000003
2017-10-02,18.55,0.01,10.05,10.75,76.25,13.12,274.17,8.01,1016.52,Autumn,2,10,2017,18.55
2017-10-03,18.0,-0.0,8.96,9.88,75.21,8.38,293.33,6.78,1026.88,Autumn,3,10,2017,18.0
2017-10-04,19.7,-0.0,11.04,11.9,80.46,15.54,240.42,9.45,1021.75,Autumn,4,10,2017,19.7
2017-10-05,20.549999999999997,-0.0,11.01,11.5,75.17,13.5,317.92,8.8,1023.64,Autumn,5,10,2017,20.549999999999997
2017-10-06,17.85,0.02,10.32,12.1,90.04,8.08,275.42,9.58,1027.43,Autumn,6,10,2017,17.85
2017-10-07,20.3,0.03,12.48,13.57,86.5,8.75,296.25,11.46,1020.37,Autumn,7,10,2017,20.3
2017-10-08,18.85,-0.0,10.62,11.78,84.04,6.0,294.17,9.36,1021.2,Autumn,8,10,2017,18.85
2017-10-09,19.45,0.03,11.72,13.51,94.5,8.21,241.25,11.34,1018.68,Autumn,9,10,2017,19.45
2017-10-10,20.65,0.02,12.82,14.04,88.58,15.5,231.67,11.98,1011.55,Autumn,10,10,2017,20.65
2017-10-11,20.65,0.15,12.1,13.0,83.12,19.83,243.75,10.67,1006.95,Autumn,11,10,2017,20.65
2017-10-12,19.5,0.17,12.02,13.6,91.12,14.25,213.75,11.35,1015.09,Autumn,12,10,2017,19.5
2017-10-13,22.65,0.95,14.81,16.69,97.38,20.71,218.33,14.67,1014.27,Autumn,13,10,2017,22.65
2017-10-14,21.9,0.03,13.89,15.49,94.25,17.29,192.08,13.5,1017.45,Autumn,14,10,2017,21.9
2017-10-15,21.0,0.1,13.52,15.11,94.29,12.83,177.92,13.14,1011.05,Autumn,15,10,2017,21.0
2017-10-16,21.55,0.37,12.0,13.29,88.12,32.08,176.25,11.08,998.37,Autumn,16,10,2017,21.55
2017-10-17,18.3,-0.0,9.75,11.12,84.46,8.88,195.42,8.49,1016.15,Autumn,17,10,2017,18.3
2017-10-18,17.65,0.07,11.15,12.77,91.58,12.29,132.5,10.51,1007.27,Autumn,18,10,2017,17.65
2017-10-19,18.05,1.72,11.42,13.08,92.17,21.88,210.83,10.82,994.58,Autumn,19,10,2017,18.05
2017-10-20,16.95,0.68,9.27,10.69,81.92,19.0,200.83,7.7,998.28,Autumn,20,10,2017,16.95
2017-10-21,16.6,0.2,9.68,10.99,82.88,29.25,259.17,8.25,995.75,Autumn,21,10,2017,16.6
2017-10-22,17.15,0.13,9.48,10.94,83.54,15.04,239.17,8.1,1016.45,Autumn,22,10,2017,17.15
2017-10-23,19.25,0.04,12.45,14.29,97.0,10.92,215.83,12.26,1012.94,Autumn,23,10,2017,19.25
2017-10-24,20.0,0.33,12.85,14.6,96.04,15.17,212.92,12.58,1011.51,Autumn,24,10,2017,20.0
2017-10-25,19.1,0.01,11.02,12.81,94.17,6.96,207.5,10.62,1019.22,Autumn,25,10,2017,19.1
2017-10-26,18.799999999999997,0.09,11.88,13.77,97.21,4.38,153.75,11.7,1024.15,Autumn,26,10,2017,18.799999999999997
2017-10-27,19.0,0.0,11.19,12.64,89.88,4.08,186.25,10.4,1035.05,Autumn,27,10,2017,19.0
2017-10-28,19.9,-0.0,11.96,13.35,90.04,7.83,270.42,11.24,1031.31,Autumn,28,10,2017,19.9
2017-10-29,19.0,-0.0,11.5,12.59,84.96,13.42,292.5,10.32,1028.7,Autumn,29,10,2017,19.0
2017-10-30,16.4,-0.0,9.54,11.44,91.08,6.29,242.92,8.87,1029.89,Autumn,30,10,2017,16.4
2017-10-31,18.45,0.0,11.24,12.69,89.96,12.62,205.0,10.5,1023.48,Autumn,31,10,2017,18.45
2017-11-01,17.6,-0.0,10.37,11.79,87.33,6.38,200.42,9.38,1017.39,Autumn,1,11,2017,17.6
2017-11-02,16.75,0.0,9.75,11.55,90.75,3.54,236.25,9.05,1016.79,Autumn,2,11,2017,16.75
2017-11-03,14.75,0.02,9.29,11.39,94.46,3.67,272.08,8.88,1011.68,Autumn,3,11,2017,14.75
2017-11-04,12.5,0.03,6.26,8.44,80.0,14.21,291.25,4.43,1009.78,Autumn,4,11,2017,12.5
2017-11-05,12.9,0.01,5.75,7.88,76.17,13.17,287.08,3.53,1021.2,Autumn,5,11,2017,12.9
2017-11-06,16.15,0.13,10.22,11.78,88.08,17.71,192.92,9.28,1018.6,Autumn,6,11,2017,16.15
2017-11-07,14.55,0.26,6.24,8.34,78.5,13.33,292.5,4.2,1017.5,Autumn,7,11,2017,14.55
2017-11-08,14.2,-0.0,7.33,9.55,85.25,7.21,269.58,6.09,1025.62,Autumn,8,11,2017,14.2
2017-11-09,17.6,0.02,10.15,11.5,85.79,10.67,274.17,9.0,1026.39,Autumn,9,11,2017,17.6
2017-11-10,17.95,0.06,10.37,11.64,84.83,13.58,270.0,9.12,1023.95,Autumn,10,11,2017,17.95
2017-11-11,19.25,0.12,12.1,13.38,88.96,14.58,264.17,11.28,1013.89,Autumn,11,11,2017,19.25
2017-11-12,11.8,0.03,5.81,7.84,75.08,14.62,306.25,3.4,1022.67,Autumn,12,11,2017,11.8
2017-11-13,12.25,-0.0,6.16,8.55,81.25,7.42,276.67,4.51,1028.07,Autumn,13,11,2017,12.25
2017-11-14,19.049999999999997,0.0,11.02,12.7,92.62,8.04,246.67,10.48,1022.68,Autumn,14,11,2017,19.049999999999997
2017-11-15,16.8,0.02,10.24,12.04,92.38,7.46,167.5,9.68,1022.56,Autumn,15,11,2017,16.8
2017-11-16,14.15,0.02,7.25,8.91,75.67,11.04,280.83,4.85,1024.85,Autumn,16,11,2017,14.15
2017-11-17,10.950000000000001,0.01,5.38,8.0,81.71,4.17,293.33,3.72,1030.08,Autumn,17,11,2017,10.950000000000001
2017-11-18,18.25,0.01,10.61,12.15,89.25,8.88,226.25,9.81,1024.25,Autumn,18,11,2017,18.25
2017-11-19,16.05,0.02,9.53,11.37,90.79,10.29,140.42,8.83,1021.95,Autumn,19,11,2017,16.05
2017-11-20,19.3,0.07,12.26,14.0,95.62,15.38,232.92,11.97,1013.61,Autumn,20,11,2017,19.3
2017-11-21,18.85,0.18,11.89,13.69,95.79,12.96,214.58,11.61,1005.19,Autumn,21,11,2017,18.85
2017-11-22,15.899999999999999,0.81,10.24,12.27,93.29,16.92,235.0,9.72,986.46,Autumn,22,11,2017,15.899999999999999
2017-11-23,11.5,-0.0,5.16,7.34,72.96,13.5,289.17,2.53,997.62,Autumn,23,11,2017,11.5
2017-11-24,7.8,0.01,2.92,6.76,83.25,9.17,317.92,1.38,1012.98,Autumn,24,11,2017,7.8
2017-11-25,6.85,0.0,2.79,6.61,81.58,13.33,293.75,1.07,1023.08,Autumn,25,11,2017,6.85
2017-11-26,12.649999999999999,0.01,6.15,8.51,80.67,12.25,261.25,4.42,1026.53,Autumn,26,11,2017,12.649999999999999
2017-11-27,13.75,0.14,6.93,9.06,82.67,15.25,282.5,5.42,1017.4,Autumn,27,11,2017,13.75
2017-11-28,9.0,-0.0,4.08,7.15,79.67,16.42,325.42,2.18,1017.05,Autumn,28,11,2017,9.0
2017-11-29,7.4,-0.0,2.89,6.55,79.38,13.83,337.5,0.94,1020.44,Autumn,29,11,2017,7.4
2017-11-30,9.75,0.0,3.88,7.08,79.83,13.83,323.75,2.02,1022.49,Autumn,30,11,2017,9.75
2017-12-01,7.05,-0.0,2.86,6.4,77.08,10.83,336.25,0.64,1030.17,Winter,1,12,2017,7.05
2017-12-02,11.399999999999999,0.0,5.86,8.59,86.38,10.17,311.25,4.68,1031.85,Winter,2,12,2017,11.399999999999999
2017-12-03,13.5,0.0,7.4,9.57,86.92,11.75,320.83,6.33,1032.91,Winter,3,12,2017,13.5
2017-12-04,11.850000000000001,-0.0,6.72,9.0,84.83,6.29,304.17,5.4,1036.84,Winter,4,12,2017,11.850000000000001
2017-12-05,13.55,0.02,7.57,9.59,85.04,9.79,216.25,6.29,1033.55,Winter,5,12,2017,13.55
2017-12-06,17.4,0.47,10.58,12.36,93.0,23.25,190.83,10.05,1016.93,Winter,6,12,2017,17.4
2017-12-07,14.0,0.15,6.0,8.3,77.29,21.54,292.92,3.81,1013.09,Winter,7,12,2017,14.0
2017-12-08,7.2,0.01,2.56,6.25,76.75,14.38,295.42,0.29,1025.26,Winter,8,12,2017,7.2
2017-12-09,8.7,0.2,3.92,7.4,85.17,8.5,200.42,2.57,1013.95,Winter,9,12,2017,8.7
2017-12-10,9.35,0.74,4.45,7.72,83.46,18.08,161.67,2.93,980.99,Winter,10,12,2017,9.35
2017-12-11,6.4,-0.0,2.17,6.2,78.58,16.33,324.17,0.1,995.12,Winter,11,12,2017,6.4
2017-12-12,10.100000000000001,0.15,5.11,8.02,83.92,11.0,267.92,3.67,1005.73,Winter,12,12,2017,10.100000000000001
2017-12-13,10.0,0.18,5.05,7.89,82.25,16.88,264.17,3.45,998.92,Winter,13,12,2017,10.0
2017-12-14,8.05,0.18,3.67,7.03,81.0,18.0,280.83,1.92,995.02,Winter,14,12,2017,8.05
2017-12-15,9.2,-0.0,4.55,7.13,74.75,19.79,325.42,2.1,1010.12,Winter,15,12,2017,9.2
2017-12-16,10.0,-0.0,4.68,7.62,80.83,7.21,285.83,2.95,1023.35,Winter,16,12,2017,10.0
2017-12-17,15.700000000000001,-0.0,9.42,11.32,90.83,10.12,254.58,8.73,1022.52,Winter,17,12,2017,15.700000000000001
2017-12-18,11.6,0.02,7.14,9.9,95.42,4.38,232.08,6.78,1029.62,Winter,18,12,2017,11.6
2017-12-19,15.1,0.08,9.83,12.02,97.83,8.46,190.0,9.69,1032.56,Winter,19,12,2017,15.1
2017-12-20,16.65,0.03,10.69,12.73,97.79,8.33,215.0,10.54,1033.95,Winter,20,12,2017,16.65
2017-12-21,16.4,0.1,10.42,12.34,95.42,10.67,227.08,10.08,1034.68,Winter,21,12,2017,16.4
2017-12-22,16.1,-0.0,9.93,11.75,92.0,8.42,300.0,9.32,1036.1,Winter,22,12,2017,16.1
2017-12-23,14.5,0.01,8.98,11.26,95.67,8.33,245.83,8.67,1033.82,Winter,23,12,2017,14.5
2017-12-24,16.85,0.05,10.18,11.92,91.62,18.88,219.58,9.55,1019.62,Winter,24,12,2017,16.85
2017-12-25,12.2,0.33,5.72,8.84,90.08,16.17,277.08,4.89,1002.12,Winter,25,12,2017,12.2
2017-12-26,7.0,0.87,2.91,6.82,84.58,13.71,203.33,1.52,991.95,Winter,26,12,2017,7.0
2017-12-27,7.1,-0.0,2.51,6.25,77.42,18.92,317.92,0.32,1002.02,Winter,27,12,2017,7.1
2017-12-28,7.85,0.18,2.65,6.99,88.92,5.29,232.08,1.67,1003.82,Winter,28,12,2017,7.85
2017-12-29,14.05,0.8,5.89,8.38,82.04,15.54,231.25,4.2,993.67,Winter,29,12,2017,14.05
2017-12-30,17.35,0.2,9.39,10.68,81.58,19.96,235.83,7.84,992.02,Winter,30,12,2017,17.35
2017-12-31,14.15,0.19,6.25,8.4,79.58,17.54,247.92,4.4,990.58,Winter,31,12,2017,14.15
2018-01-01,11.799999999999999,0.11,5.35,7.84,79.5,14.75,273.33,3.46,1002.25,Winter,1,1,2018,11.799999999999999
2018-01-02,15.950000000000001,0.4,8.3,10.16,85.62,20.08,226.67,7.07,999.41,Winter,2,1,2018,15.950000000000001
2018-01-03,12.4,0.09,5.74,7.71,73.62,20.5,260.42,3.2,999.62,Winter,3,1,2018,12.4
2018-01-04,15.35,0.19,7.02,9.02,80.83,17.67,228.75,5.29,992.5,Winter,4,1,2018,15.35
2018-01-05,9.45,0.12,4.12,7.37,83.25,9.21,269.17,2.58,993.15,Winter,5,1,2018,9.45
2018-01-06,8.200000000000001,0.03,3.83,7.11,81.04,9.58,49.17,2.07,1012.4,Winter,6,1,2018,8.200000000000001
2018-01-07,6.3,-0.0,1.68,5.77,75.17,9.46,37.92,-0.81,1027.08,Winter,7,1,2018,6.3
2018-01-08,8.95,0.0,4.3,7.3,78.83,12.92,110.42,2.24,1017.68,Winter,8,1,2018,8.95
2018-01-09,12.100000000000001,0.24,7.33,9.64,88.25,17.42,186.25,6.38,997.49,Winter,9,1,2018,12.100000000000001
2018-01-10,10.95,0.23,6.64,9.27,89.46,8.42,140.0,5.78,1001.22,Winter,10,1,2018,10.95
2018-01-11,10.0,-0.0,5.19,8.4,90.71,7.75,157.5,4.43,1020.02,Winter,11,1,2018,10.0
2018-01-12,13.55,0.67,8.05,10.03,86.79,23.42,153.33,6.97,1015.23,Winter,12,1,2018,13.55
2018-01-13,13.5,0.35,8.14,10.34,90.92,14.17,166.25,7.43,1008.41,Winter,13,1,2018,13.5
2018-01-14,12.850000000000001,0.12,7.44,9.95,92.62,13.33,187.92,6.85,1012.15,Winter,14,1,2018,12.850000000000001
2018-01-15,14.0,0.08,7.64,9.47,81.75,18.96,271.67,6.02,998.39,Winter,15,1,2018,14.0
2018-01-16,7.0,0.33,2.86,6.61,81.12,19.71,275.42,1.08,999.1,Winter,16,1,2018,7.0
2018-01-17,13.0,0.26,4.99,7.86,80.42,18.67,262.92,3.16,1006.43,Winter,17,1,2018,13.0
2018-01-18,11.15,0.05,4.21,7.08,77.21,15.0,277.92,2.05,1005.34,Winter,18,1,2018,11.15
2018-01-19,7.25,0.05,2.94,6.72,81.96,9.29,257.08,1.26,1010.41,Winter,19,1,2018,7.25
2018-01-20,13.8,0.18,6.85,9.02,84.04,11.5,226.67,5.41,1002.86,Winter,20,1,2018,13.8
2018-01-21,16.8,0.08,9.64,11.39,88.92,13.92,243.75,8.77,1007.63,Winter,21,1,2018,16.8
2018-01-22,14.049999999999999,0.05,7.85,9.83,85.75,10.71,238.75,6.65,1012.69,Winter,22,1,2018,14.049999999999999
2018-01-23,16.9,0.1,10.11,11.86,91.54,23.42,219.17,9.47,1006.62,Winter,23,1,2018,16.9
2018-01-24,14.2,0.22,6.76,8.66,77.96,22.17,235.42,4.75,998.4,Winter,24,1,2018,14.2
2018-01-25,11.15,0.07,5.38,7.85,79.17,17.62,265.0,3.48,1003.76,Winter,25,1,2018,11.15
2018-01-26,11.25,0.13,6.3,8.75,85.0,13.33,270.42,5.0,1022.18,Winter,26,1,2018,11.25
2018-01-27,17.9,0.12,10.52,12.16,91.0,14.33,242.5,9.85,1022.7,Winter,27,1,2018,17.9
2018-01-28,17.1,0.01,10.26,11.79,88.88,14.92,242.92,9.4,1029.52,Winter,28,1,2018,17.1
2018-01-29,13.1,0.1,7.09,9.1,80.21,14.29,272.5,5.25,1029.06,Winter,29,1,2018,13.1
2018-01-30,10.85,0.02,5.72,8.55,87.12,6.25,214.58,4.58,1023.98,Winter,30,1,2018,10.85
2018-01-31,10.5,0.18,4.22,7.2,78.58,19.67,280.42,2.18,1008.51,Winter,31,1,2018,10.5
2018-02-01,9.7,0.0,3.98,6.74,73.33,21.04,322.5,1.35,1014.2,Winter,1,2,2018,9.7
2018-02-02,8.799999999999999,0.06,4.0,6.99,76.75,12.17,275.42,1.75,1017.51,Winter,2,2,2018,8.799999999999999
2018-02-03,9.3,0.02,3.96,6.88,76.17,19.04,319.58,1.64,1013.49,Winter,3,2,2018,9.3
2018-02-04,8.55,-0.0,3.34,6.68,77.62,11.17,224.17,1.23,1028.52,Winter,4,2,2018,8.55
2018-02-05,6.45,0.05,1.37,5.58,74.62,5.42,125.0,-1.25,1028.2,Winter,5,2,2018,6.45
2018-02-06,5.5,0.07,1.71,5.83,76.62,15.54,331.67,-0.68,1024.77,Winter,6,2,2018,5.5
2018-02-07,8.3,0.01,3.64,7.3,85.25,9.62,268.75,2.32,1023.93,Winter,7,2,2018,8.3
2018-02-08,11.55,0.09,7.28,9.81,91.42,11.75,248.75,6.55,1011.52,Winter,8,2,2018,11.55
2018-02-09,6.85,0.02,2.33,6.22,78.17,13.71,275.42,0.22,1016.53,Winter,9,2,2018,6.85
2018-02-10,14.350000000000001,0.12,8.1,9.95,83.88,20.0,247.5,6.65,1005.56,Winter,10,2,2018,14.350000000000001
2018-02-11,5.4,0.09,1.33,5.95,82.17,15.38,289.58,-0.38,1011.46,Winter,11,2,2018,5.4
2018-02-12,7.7,0.21,3.08,6.85,81.92,18.62,228.75,1.39,1008.87,Winter,12,2,2018,7.7
2018-02-13,7.65,0.03,2.96,6.35,75.79,15.96,270.42,0.44,1000.09,Winter,13,2,2018,7.65
2018-02-14,13.4,0.24,7.13,9.45,86.67,20.46,208.33,5.96,992.78,Winter,14,2,2018,13.4
2018-02-15,8.15,0.03,2.9,6.25,73.79,16.04,254.17,0.27,1008.83,Winter,15,2,2018,8.15
2018-02-16,10.45,0.3,5.25,7.9,80.96,14.12,213.33,3.5,1017.8,Winter,16,2,2018,10.45
2018-02-17,9.95,0.03,5.48,8.63,91.04,4.83,195.42,4.74,1018.2,Winter,17,2,2018,9.95
2018-02-18,15.5,0.04,8.66,10.97,94.62,3.08,216.25,8.26,1018.35,Winter,18,2,2018,15.5
2018-02-19,16.55,0.01,8.4,10.31,87.67,8.38,278.33,7.36,1020.98,Winter,19,2,2018,16.55
2018-02-20,12.0,-0.0,5.21,7.59,77.38,9.92,337.5,3.01,1029.13,Winter,20,2,2018,12.0
2018-02-21,9.05,-0.0,4.27,7.38,81.5,6.5,198.33,2.58,1027.39,Winter,21,2,2018,9.05
2018-02-22,11.65,-0.0,5.26,7.4,72.96,13.67,155.83,2.66,1020.68,Winter,22,2,2018,11.65
2018-02-23,9.95,0.02,4.21,6.51,67.21,20.62,148.33,0.82,1014.81,Winter,23,2,2018,9.95
2018-02-24,9.05,-0.0,3.79,6.24,66.38,16.33,128.33,0.28,1016.86,Winter,24,2,2018,9.05
2018-02-25,8.5,-0.0,3.65,6.37,69.38,15.17,121.25,0.55,1022.8,Winter,25,2,2018,8.5
2018-02-26,7.0,-0.0,1.28,4.91,61.54,15.46,102.92,-3.1,1028.48,Winter,26,2,2018,7.0
2018-02-27,3.25,0.06,-0.51,4.38,65.0,13.33,114.58,-4.56,1025.86,Winter,27,2,2018,3.25
2018-02-28,-3.5999999999999996,0.44,-3.3,4.36,86.83,13.54,40.42,-4.6,1014.65,Winter,28,2,2018,0.0
2018-03-01,-3.7,0.15,-3.95,3.95,80.83,16.04,32.5,-5.94,1000.58,Spring,1,3,2018,0.0
2018-03-02,-0.19999999999999996,1.74,-0.15,6.01,98.58,14.04,60.42,-0.22,988.88,Spring,2,3,2018,0.0
2018-03-03,4.6,1.1,1.8,6.61,90.83,13.83,97.08,1.0,985.37,Spring,3,3,2018,4.6
2018-03-04,5.5,0.13,2.7,7.08,92.12,15.08,194.17,2.03,981.59,Spring,4,3,2018,5.5
2018-03-05,6.55,0.0,3.19,7.22,90.17,5.46,289.58,2.35,984.64,Spring,5,3,2018,6.55
2018-03-06,7.9,0.0,3.72,7.51,90.12,5.58,279.17,2.87,986.89,Spring,6,3,2018,7.9
2018-03-07,8.049999999999999,0.24,3.13,6.68,79.79,9.96,247.92,1.2,992.43,Spring,7,3,2018,8.049999999999999
2018-03-08,10.85,-0.0,3.85,6.96,78.33,10.0,267.08,1.75,995.64,Spring,8,3,2018,10.85
2018-03-09,8.4,0.25,4.78,8.14,90.42,12.79,119.17,3.94,994.22,Spring,9,3,2018,8.4
2018-03-10,13.5,0.41,8.22,10.56,93.96,14.46,150.83,7.74,985.13,Spring,10,3,2018,13.5
2018-03-11,14.100000000000001,0.35,7.7,9.96,90.17,11.08,118.33,6.92,986.79,Spring,11,3,2018,14.100000000000001
2018-03-12,12.149999999999999,0.03,6.63,8.96,85.04,13.21,317.92,5.32,995.55,Spring,12,3,2018,12.149999999999999
2018-03-13,10.75,0.0,5.72,8.63,87.33,12.08,200.83,4.65,1003.84,Spring,13,3,2018,10.75
2018-03-14,13.6,0.82,8.55,10.8,94.0,25.83,147.08,8.1,982.68,Spring,14,3,2018,13.6
2018-03-15,12.700000000000001,0.05,7.66,10.03,91.17,13.29,171.67,6.98,979.9,Spring,15,3,2018,12.700000000000001
2018-03-16,12.35,0.0,6.9,9.31,88.12,10.12,145.42,5.92,992.92,Spring,16,3,2018,12.35
2018-03-17,6.25,0.0,3.1,6.84,80.21,13.25,60.0,1.08,1007.04,Spring,17,3,2018,6.25
2018-03-18,0.85,0.03,-1.12,4.84,79.42,15.42,21.67,-3.18,1011.66,Spring,18,3,2018,0.85
2018-03-19,5.3,-0.0,0.25,4.71,66.46,11.0,36.25,-3.48,1020.72,Spring,19,3,2018,5.3
2018-03-20,6.75,-0.0,1.71,5.68,73.21,6.88,255.83,-1.03,1033.69,Spring,20,3,2018,6.75
2018-03-21,9.3,-0.0,4.09,7.25,79.71,8.42,266.67,2.22,1032.53,Spring,21,3,2018,9.3
2018-03-22,12.35,0.5,7.08,9.48,88.79,17.33,201.25,6.1,1013.48,Spring,22,3,2018,12.35
2018-03-23,10.2,0.44,5.17,8.09,85.21,13.96,157.5,3.88,995.3,Spring,23,3,2018,10.2
2018-03-24,12.65,0.06,5.15,7.24,72.46,11.21,302.92,2.3,1003.78,Spring,24,3,2018,12.65
2018-03-25,10.549999999999999,0.01,5.14,7.93,82.62,8.21,283.33,3.6,1014.5,Spring,25,3,2018,10.549999999999999
2018-03-26,11.25,0.27,6.95,9.79,93.83,7.46,187.92,6.45,1013.5,Spring,26,3,2018,11.25
2018-03-27,13.700000000000001,0.02,7.03,8.8,77.29,14.38,286.67,4.9,1008.13,Spring,27,3,2018,13.700000000000001
2018-03-28,10.8,0.03,4.23,6.97,75.67,11.92,265.0,1.81,1005.29,Spring,28,3,2018,10.8
